"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
phenyltoloxamine	DB11160	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_135047	"33408"	MONDO_0006004	"10047145"	"8229003"
acrivastine	DB09488	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_83168	"19959"	MONDO_0006004	"10047145"	"8229003"
dexchlorpheniramine	DB13679	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_4464	"22697"	MONDO_0006004	"10047145"	"8229003"
dexchlorpheniramine	DB09555	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_4465	"54828"	MONDO_0006004	"10047145"	"8229003"
diphenhydramine	DB01075	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_4636	"3498"	MONDO_0006004	"10047145"	"8229003"
diphenylpyraline	DB01146	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_59788	"23386"	MONDO_0006004	"10047145"	"8229003"
antazoline	DB08799	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_84115	"865"	MONDO_0006004	"10047145"	"8229003"
cyclizine	DB01176	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_3994	"2977"	MONDO_0006004	"10047145"	"8229003"
terfenadine	DB00342	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_9453	"42330"	MONDO_0006004	"10047145"	"8229003"
carbinoxamine	DB00748	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_3398	"20220"	MONDO_0006004	"10047145"	"8229003"
scopolamine	DB00747	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_16794	"9601|9603"	MONDO_0006004	"10047145"	"8229003"
pseudoephedrine	DB00852	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_51209	"8896"	MONDO_0006004	"10047145"	"8229003"
dexbrompheniramine	DB00405	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_59269	"22696|1767"	MONDO_0006004	"10047145"	"8229003"
brompheniramine	DB00835	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_3183	"1767"	MONDO_0006004	"10047145"	"8229003"
tripelennamine	DB00792	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_9741	"10847"	MONDO_0006004	"10047145"	"8229003"
promethazine	DB01069	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_8461	"8745"	MONDO_0006004	"10047145"	"8229003"
pentoxyverine	DB11186	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_94484	"20217"	MONDO_0006004	"10047145"	"8229003"
desloratadine	DB00967	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_291342	"275635"	MONDO_0006004	"10047145"	"8229003"
triprolidine	DB00427	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_84116	"10849"	MONDO_0006004	"10047145"	"8229003"
mepyramine	DB06691	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_6762	"9009"	MONDO_0006004	"10047145"	"8229003"
methscopolamine	DB00462	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_61276	"56092"	MONDO_0006004	"10047145"	"8229003"
chlorcyclizine	DB08936	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_94402	"2354"	MONDO_0006004	"10047145"	"8229003"
methapyrilene	DB04819	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_6820	"6822"	MONDO_0006004	"10047145"	"8229003"
pyrithione	DB06815	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_36584	"35100"	MONDO_0006004	"10047145"	"8229003"
clofedanol	DB04837	Rhinitis, Vasomotor	C0035460		Approved			CHEBI_135207	"21254"	MONDO_0006004	"10047145"	"8229003"
amphotericin B	DB00681	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_2682	"236594|732"	MONDO_0019359	"10039207"	"186772009"
minocycline	DB01017	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_50694	"6980"	MONDO_0019359	"10039207"	"186772009"
tetracycline	DB00759	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_27902	"10395"	MONDO_0019359	"10039207"	"186772009"
fusidic acid	DB02703	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_29013	"4608|113608"	MONDO_0019359	"10039207"	"186772009"
doxycycline	DB00254	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_50845	"1545992|3640"	MONDO_0019359	"10039207"	"186772009"
tetracycline	DB09550	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_27902	"2105975"	MONDO_0019359	"10039207"	"186772009"
oxytetracycline	DB00595	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_133011	"7821|1545999"	MONDO_0019359	"10039207"	"186772009"
meclocycline	DB13092	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_135772	"29418"	MONDO_0019359	"10039207"	"186772009"
demeclocycline	DB00618	Rocky Mountain Spotted Fever	C0035793		Approved			CHEBI_4392	"3154"	MONDO_0019359	"10039207"	"186772009"
benzathine benzylpenicillin	DB01053	Scarlet Fever	C0036285		Approved			CHEBI_18208	"7980"	MONDO_0005952	"10039587"	"30242009"
procaine benzylpenicillin	DB01053	Scarlet Fever	C0036285		Approved			CHEBI_18208	"7980"	MONDO_0005952	"10039587"	"30242009"
phenoxymethylpenicillin	DB00417	Scarlet Fever	C0036285		Approved			CHEBI_27446	"7984"	MONDO_0005952	"10039587"	"30242009"
benzylpenicillin	DB01053	Scarlet Fever	C0036285		Approved			CHEBI_18208	"7980"	MONDO_0005952	"10039587"	"30242009"
procaine benzylpenicillin	DB09320	Scarlet Fever	C0036285		Approved			CHEBI_52154	"7983"	MONDO_0005952	"10039587"	"30242009"
	DB01043	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_64312	"6719"	HP:0100753	"10039626"	"58214004"
molindone	DB01618	Schizophrenia	C0036341		Approved			CHEBI_6965	"7019"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341	NCT01509053	Terminated	Phase 3		CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
	DB00715	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7936	"32937"	HP:0100753	"10039626"	"58214004"
	DB00230	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_64356	"187832"	HP:0100753	"10039626"	"58214004"
	DB06470	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_92875	"2372"	HP:0100753	"10039626"	"58214004"
	DB01069	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8461	"8745"	HP:0100753	"10039626"	"58214004"
	DB00726	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9738	"10834"	HP:0100753	"10039626"	"58214004"
	DB00776	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7824	"32624"	HP:0100753	"10039626"	"58214004"
	DB00842	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7823	"7781"	HP:0100753	"10039626"	"58214004"
	DB00490	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3223	"1827"	HP:0100753	"10039626"	"58214004"
	DB00734	Schizophrenia	C0036341	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
	DB01239	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_50931	"2406"	HP:0100753	"10039626"	"58214004"
fluphenazine enanthate	DB00623	Schizophrenia	C0036341		Approved			CHEBI_5123	"4496"	HP:0100753	"10039626"	"58214004"
zuclopenthixol	DB13841	Schizophrenia	C0036341		Approved			CHEBI_59115		HP:0100753	"10039626"	"58214004"
	DB01267	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_83804	"679314"	HP:0100753	"10039626"	"58214004"
	DB01174	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8069	"8134"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
	DB00564	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3387	"2002"	HP:0100753	"10039626"	"58214004"
	DB01156	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3219	"42347"	HP:0100753	"10039626"	"58214004"
iloperidone	DB04946	Schizophrenia	C0036341		Approved			CHEBI_65173	"73178"	HP:0100753	"10039626"	"58214004"
	DB12930	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_94614	"7674"	HP:0100753	"10039626"	"58214004"
	DB00334	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB01224	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
	DB00215	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_77397	"2556"	HP:0100753	"10039626"	"58214004"
	DB01065	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_16796	"6711"	HP:0100753	"10039626"	"58214004"
	DB01403	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6838	"6852"	HP:0100753	"10039626"	"58214004"
	DB00683	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6931	"6960"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT01363349	Terminated	Phase 2/Phase 3	pre-planned interim analysis of the Phase II/III CLARITY trial of BL-1020 indicate that the trial would not meet the pre-specified primary efficacy endpoint.	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
	DB00234	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_135342	"60842"	HP:0100753	"10039626"	"58214004"
	DB06288	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_64045	"46303"	HP:0100753	"10039626"	"58214004"
	DB00540	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7640	"7531"	HP:0100753	"10039626"	"58214004"
	DB06218	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_135939	"623400"	HP:0100753	"10039626"	"58214004"
	DB01558	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_31302	"1749"	HP:0100753	"10039626"	"58214004"
	DB00659	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_51041	"82819"	HP:0100753	"10039626"	"58214004"
ceftriaxone	DB01212	Schizophrenia	C0036341	NCT00591318	Terminated	Phase 1/Phase 2	Study was terminated after enrolling 12 patients due to poor enrollment rates	CHEBI_29007	"2193"	HP:0100753	"10039626"	"58214004"
fluphenazine decanoate	DB00623	Schizophrenia	C0036341		Approved			CHEBI_5123	"4496"	HP:0100753	"10039626"	"58214004"
	DB00850	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8028	"8076"	HP:0100753	"10039626"	"58214004"
	DB00810	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3112	"1589"	HP:0100753	"10039626"	"58214004"
	DB00349	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_31413	"21241"	HP:0100753	"10039626"	"58214004"
naltrexone	DB00704	Schizophrenia	C0036341	NCT03132571	Terminated	Phase 2	Study discontinued due to funding.	CHEBI_7465	"7243"	HP:0100753	"10039626"	"58214004"
	DB00734	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
	DB12867	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_93403	"1373"	HP:0100753	"10039626"	"58214004"
tolcapone	DB00323	Schizophrenia	C0036341	NCT00044083	Terminated	Phase 2	Scientific Director request to use resources for other studies	CHEBI_63630	"72937"	HP:0100753	"10039626"	"58214004"
fluphenazine	DB00623	Schizophrenia	C0036341		Approved			CHEBI_5123	"4496"	HP:0100753	"10039626"	"58214004"
telmisartan	DB00966	Schizophrenia	C0036341	NCT03868839	Terminated	Phase 2	Lack of funding	CHEBI_9434	"73494"	HP:0100753	"10039626"	"58214004"
	DB01242	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_47780	"2597"	HP:0100753	"10039626"	"58214004"
	DB01068	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3756	"2598"	HP:0100753	"10039626"	"58214004"
	DB00363	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_3766	"2626"	HP:0100753	"10039626"	"58214004"
	DB00829	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_49575	"3322"	HP:0100753	"10039626"	"58214004"
	DB01563	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_28142	"2344"	HP:0100753	"10039626"	"58214004"
	DB01075	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_4636	"3498"	HP:0100753	"10039626"	"58214004"
	DB00897	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9674	"10767"	HP:0100753	"10039626"	"58214004"
	DB00425	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_10125	"39993"	HP:0100753	"10039626"	"58214004"
	DB00843	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_145499	"135447"	HP:0100753	"10039626"	"58214004"
	DB00934	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6690	"6646"	HP:0100753	"10039626"	"58214004"
	DB06148	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_51137	"6929"	HP:0100753	"10039626"	"58214004"
	DB00656	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9654	"10737"	HP:0100753	"10039626"	"58214004"
	DB00186	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6539	"6470"	HP:0100753	"10039626"	"58214004"
	DB01142	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_4710	"3638"	HP:0100753	"10039626"	"58214004"
glycine	DB00145	Schizophrenia	C0036341	NCT00929370	Terminated	Phase 1	Study has now been terminated due to changes in project strategy. Current available data will be analysed and reported in a synoptic study report.	CHEBI_15428	"4919"	HP:0100753	"10039626"	"58214004"
	DB00476	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_36795	"72625"	HP:0100753	"10039626"	"58214004"
	DB00752	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_131512	"10734"	HP:0100753	"10039626"	"58214004"
zuclopenthixol	DB01624	Schizophrenia	C0036341		Approved			CHEBI_51364	"114176"	HP:0100753	"10039626"	"58214004"
	DB00285	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9943	"39786"	HP:0100753	"10039626"	"58214004"
	DB01202	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6437	"114477"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341	NCT01328093	Terminated	Phase 3	The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
	DB01238	Schizophrenia	C0036341	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT01129674	Terminated	Phase 2/Phase 3	The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.	CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB01156	Schizophrenia	C0036341	NCT03132571	Terminated	Phase 2	Study discontinued due to funding.	CHEBI_3219	"42347"	HP:0100753	"10039626"	"58214004"
	DB01224	Schizophrenia	C0036341	NCT01129674	Terminated	Phase 2/Phase 3	The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT00988728	Withdrawn	Phase 2		CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB00555	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6367	"28439"	HP:0100753	"10039626"	"58214004"
	DB00734	Schizophrenia	C0036341	NCT01129674	Terminated	Phase 2/Phase 3	The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
	DB01238	Schizophrenia	C0036341	NCT01129674	Terminated	Phase 2/Phase 3	The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341	NCT00288353	Terminated	Phase 3	unable to secure additional funding	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341		Approved			CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
lisdexamfetamine	DB01255	Schizophrenia	C0036341	NCT01738698	Terminated	Phase 3	Study was discontinued due to non-safety related business prioritization decisions. No subjects were randomized.	CHEBI_135925	"700810"	HP:0100753	"10039626"	"58214004"
	DB00363	Schizophrenia	C0036341	NCT00189995	Withdrawn	Phase 3		CHEBI_3766	"2626"	HP:0100753	"10039626"	"58214004"
	DB00458	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_47499	"5691"	HP:0100753	"10039626"	"58214004"
	DB01595	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_7581	"7440"	HP:0100753	"10039626"	"58214004"
ziprasidone	DB00246	Schizophrenia	C0036341		Approved			CHEBI_10119	"115698"	HP:0100753	"10039626"	"58214004"
haloperidol	DB00502	Schizophrenia	C0036341	NCT00189995	Withdrawn	Phase 3		CHEBI_5613	"5093"	HP:0100753	"10039626"	"58214004"
flupentixol	DB00875	Schizophrenia	C0036341		Approved			CHEBI_10454	"4495"	HP:0100753	"10039626"	"58214004"
	DB00313	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_39867	"11118|40254"	HP:0100753	"10039626"	"58214004"
sulpiride	DB00391	Schizophrenia	C0036341		Approved			CHEBI_32168	"10239"	HP:0100753	"10039626"	"58214004"
	DB00321	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_2666	"704"	HP:0100753	"10039626"	"58214004"
	DB00989	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8874	"183379"	HP:0100753	"10039626"	"58214004"
	DB00875	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_10454	"4495"	HP:0100753	"10039626"	"58214004"
	DB13841	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_59115		HP:0100753	"10039626"	"58214004"
perospirone	DB08922	Schizophrenia	C0036341		Approved			CHEBI_94777		HP:0100753	"10039626"	"58214004"
loxapine	DB00408	Schizophrenia	C0036341		Approved			CHEBI_50841	"6475"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT00734435	Terminated	Phase 2	Sponsor Decision- Financial Considerations	CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
colecalciferol	DB00169	Schizophrenia	C0036341	NCT02197286	Withdrawn	Phase 2	Personnel changes at study site.	CHEBI_28940	"2418"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT00645515	Terminated	Phase 3	This study was terminated on November 20, 2003 because of poor recruitment. This study was not terminated due to safety/efficacy.	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00396214	Terminated	Phase 3	This trial discontinued on 2 May 2008 due to lack of enrolment	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
lisdexamfetamine	DB01255	Schizophrenia	C0036341	NCT01760993	Terminated	Phase 3	Study was discontinued due to non-safety related business prioritization decisions. No subjects were randomized.	CHEBI_135925	"700810"	HP:0100753	"10039626"	"58214004"
	DB00909	Schizophrenia	C0036341	NCT00734435	Terminated	Phase 2	Sponsor Decision- Financial Considerations	CHEBI_10127	"39998"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT00366704	Terminated	Phase 3		CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
	DB00391	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_32168	"10239"	HP:0100753	"10039626"	"58214004"
promazine	DB00420	Schizophrenia	C0036341		Approved			CHEBI_8459	"8742"	HP:0100753	"10039626"	"58214004"
nimodipine	DB00393	Schizophrenia	C0036341	NCT03671525	Suspended	Early Phase 1	Suspended because of COVID-19 pandemic.	CHEBI_7575	"7426"	HP:0100753	"10039626"	"58214004"
	DB00231	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9435	"10355"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341		Approved			CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
	DB00690	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_5128	"4501"	HP:0100753	"10039626"	"58214004"
	DB00679	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9566	"10502"	HP:0100753	"10039626"	"58214004"
perphenazine	DB00850	Schizophrenia	C0036341		Approved			CHEBI_8028	"8076"	HP:0100753	"10039626"	"58214004"
aripiprazole lauroxil	DB14185	Schizophrenia	C0036341		Approved			CHEBI_90930	"1673265"	HP:0100753	"10039626"	"58214004"
asenapine	DB06216	Schizophrenia	C0036341		Approved			CHEBI_71255	"784649"	HP:0100753	"10039626"	"58214004"
cariprazine	DB06016	Schizophrenia	C0036341		Approved			CHEBI_90933	"1667655"	HP:0100753	"10039626"	"58214004"
brexpiprazole	DB09128	Schizophrenia	C0036341		Approved			CHEBI_134716	"1658314"	HP:0100753	"10039626"	"58214004"
	DB00623	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_5123	"4496"	HP:0100753	"10039626"	"58214004"
	DB13025	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_94666	"10588"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341		Approved			CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
chlorpromazine	DB00477	Schizophrenia	C0036341		Approved			CHEBI_3647	"2403"	HP:0100753	"10039626"	"58214004"
	DB01267	Schizophrenia	C0036341	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_83804	"679314"	HP:0100753	"10039626"	"58214004"
pipotiazine palmitate	DB01621	Schizophrenia	C0036341		Approved			CHEBI_135769	"8348"	HP:0100753	"10039626"	"58214004"
samidorphan	DB12543	Schizophrenia	C0036341		Approved			CHEBI_177605	"2559612"	HP:0100753	"10039626"	"58214004"
prochlorperazine	DB00433	Schizophrenia	C0036341		Approved			CHEBI_8435	"8704"	HP:0100753	"10039626"	"58214004"
varenicline	DB01273	Schizophrenia	C0036341	NCT00743847	Withdrawn	Phase 2		CHEBI_84500	"591622"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00457899	Terminated	Phase 3	Study terminated due to poor recruitment	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
perazine	DB12710	Schizophrenia	C0036341		Approved			CHEBI_59118	"8042"	HP:0100753	"10039626"	"58214004"
	DB00252	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8107	"8183"	HP:0100753	"10039626"	"58214004"
chlorprothixene	DB01239	Schizophrenia	C0036341		Approved			CHEBI_50931	"2406"	HP:0100753	"10039626"	"58214004"
	DB01238	Schizophrenia	C0036341	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
	DB00370	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_6950	"15996"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00486798	Terminated	Phase 3	study was not ethically acceptable to continue and therefore it was finally stopped	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
	DB00734	Schizophrenia	C0036341	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
mosapramine	DB13676	Schizophrenia	C0036341		Approved			CHEBI_135775		HP:0100753	"10039626"	"58214004"
fluoxetine	DB00472	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_86990	"4493"	HP:0100753	"10039626"	"58214004"
	DB01224	Schizophrenia	C0036341	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT02538081	Withdrawn	Phase 1/Phase 2	Withdrawn	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB00557	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_5818	"5553"	HP:0100753	"10039626"	"58214004"
lurasidone	DB08815	Schizophrenia	C0036341		Approved			CHEBI_70735	"1040028"	HP:0100753	"10039626"	"58214004"
	DB09210	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_32010	"8351"	HP:0100753	"10039626"	"58214004"
glycine	DB00145	Schizophrenia	C0036341	NCT00000372	Withdrawn	Phase 3	Pairing D-Cycloserine with Clozapine was found to worsen negative side effects in patients with Schizophrenia, so the study was suspended.	CHEBI_15428	"4919"	HP:0100753	"10039626"	"58214004"
	DB00363	Schizophrenia	C0036341	NCT00000372	Withdrawn	Phase 3	Pairing D-Cycloserine with Clozapine was found to worsen negative side effects in patients with Schizophrenia, so the study was suspended.	CHEBI_3766	"2626"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341	NCT02435836	Terminated	Phase 3	Study terminated when aripiprazole available commercially per protocol	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
fluspirilene	DB04842	Schizophrenia	C0036341		Approved			CHEBI_93369	"4507"	HP:0100753	"10039626"	"58214004"
	DB00404	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_2611	"596"	HP:0100753	"10039626"	"58214004"
	DB00260	Schizophrenia	C0036341	NCT00000372	Withdrawn	Phase 3	Pairing D-Cycloserine with Clozapine was found to worsen negative side effects in patients with Schizophrenia, so the study was suspended.	CHEBI_40009	"3007"	HP:0100753	"10039626"	"58214004"
memantine	DB01043	Schizophrenia	C0036341	NCT00148590	Terminated	Phase 3		CHEBI_64312	"6719"	HP:0100753	"10039626"	"58214004"
linagliptin	DB08882	Schizophrenia	C0036341	NCT01943019	Terminated	Phase 1	Inability to obtain patients	CHEBI_68610	"1100699"	HP:0100753	"10039626"	"58214004"
