"id"	"chemical_id"	"chemical_name"	"protein_id"	"protein_name"	"relation_name"	"relation_id"	"source"	"dikb_id"	"fda_id"	"drugcentral_id"	"reference"	"year"	"measurement_type"	"measurement_value"
2466	CHEBI_8107	phenytoin	PR_P05177	CYP1A2	is_substrate_of	DIDEO_00000041	FDA		648		"11808866"	2017	auc_percent_change	133.10000610351562
2468	CHEBI_66876	avanafil		CYP2C	is_substrate_of	DIDEO_00000041	FDA		571		NDA 202276	2017	auc_percent_change	1183.199951171875
2470	CHEBI_135920	fesoterodine	PR_P08183	P-gp	transports	RO_0002020	FDA		852		"19347334"	2017	auc_percent_change	131.1999969482422
2471	CHEBI_51141	alfuzosin	PR_P08183	P-gp	transports	RO_0002020	FDA		850		NDA 021287	2017	auc_percent_change	197.0
2474	CHEBI_38561	fluvastatin	PR_P08183	P-gp	transports	RO_0002020	FDA		737		"11907637"	2017	auc_percent_change	254.6999969482422
2475	CHEBI_6931	midazolam (iv)	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		630		"19302901"	2017	auc_percent_change	686.7999877929688
2481	CHEBI_50659	dronedarone	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		596		NDA 022425	2017	auc_percent_change	2383.300048828125
2488	CHEBI_6541	losartan	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		627		"19221727"	2017	auc_percent_change	108.5
2494	CHEBI_5050	fexofenadine	PR_Q86VL8	MATE2K	transports	RO_0002020	FDA		932			2017	auc_percent_change	4.840000152587891
2495	CHEBI_71272	saxagliptin	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		817		NDA 022350	2017	auc_percent_change	266.6000061035156
2496	CHEBI_6541	losartan	PR_P08183	P-gp	transports	RO_0002020	FDA		748		"19221727"	2017	auc_percent_change	108.5
2500	CHEBI_5050	fexofenadine	PR_Q96FL8	MATE1	transports	RO_0002020	FDA		733		"19225389"	2017	auc_percent_change	384.29998779296875
2501	CHEBI_8107	phenytoin	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		647		"11808866"	2017	auc_percent_change	133.10000610351562
2502	CHEBI_31528	ebastine	PR_P51589	CYP2J2	is_substrate_of	DIDEO_00000041	FDA		600		"15752381"	2017	auc_percent_change	4149.7998046875
2504	CHEBI_68558	ticagrelor	PR_P08183	P-gp	transports	RO_0002020	FDA		789		"022433�"	2017	auc_percent_change	632.0
2505	CHEBI_71272	saxagliptin	PR_P08183	P-gp	transports	RO_0002020	FDA		921			2017	auc_percent_change	3.6700000762939453
2507	CHEBI_32246	tolvaptan	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		701		"21988334"	2017	auc_percent_change	439.70001220703125
2514	CHEBI_5050	fexofenadine	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		735		"19225389"	2017	auc_percent_change	384.29998779296875
2517	CHEBI_66910	axitinib	PR_P08183	P-gp	transports	RO_0002020	FDA		715		"20740300"	2017	auc_percent_change	105.80000305175781
2519	CHEBI_52172	nilotinib	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		754		"20702754"	2017	auc_percent_change	210.60000610351562
2526	CHEBI_8107	phenytoin	PR_P11712	CYP2C9	is_substrate_of	DIDEO_00000041	FDA		651		"11808866"	2017	auc_percent_change	133.10000610351562
2527	CHEBI_52172	nilotinib	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		639		"20702754"	2017	auc_percent_change	210.60000610351562
2530	CHEBI_135967	casopitant-not approved in USA	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		580		"20124517"	2017	auc_percent_change	1106.300048828125
2532	CHEBI_135967	casopitant	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		804		"20124517"	2017	auc_percent_change	1106.300048828125
2536	CHEBI_49603	lapatinib	PR_P20815	CYP3A5	is_substrate_of	DIDEO_00000041	FDA		618		"19371315"	2017	auc_percent_change	266.79998779296875
2537	CHEBI_39112	bosutinib	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		808		"21148045"	2017	auc_percent_change	714.5999755859375
2539	CHEBI_9168	sirolimus	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		785		"23408534"	2017	auc_percent_change	2512.300048828125
2543	CHEBI_72297	lomitapide	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		621		NDA 203858	2017	auc_percent_change	2626.199951171875
2545	CHEBI_32020	pitavastatin	PR_P11712	CYP2C9	is_substrate_of	DIDEO_00000041	FDA		657		"23831870"	2017	auc_percent_change	428.3999938964844
2547	CHEBI_8707	quetiapine	PR_P08183	P-gp	transports	RO_0002020	FDA		840		"16390352"	2017	auc_percent_change	520.4000244140625
2549	CHEBI_3558	cerivastatin	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		725		"10096257"	2017	auc_percent_change	375.29998779296875
2552	CHEBI_82960	raltegravir	PR_Q9UNQ0	BCRP	is_substrate_of	DIDEO_00000041	FDA		766		"19143531"	2017	auc_percent_change	210.89999389648438
2559	CHEBI_5050	fexofenadine	PR_Q8TCC7	OAT3	transports	RO_0002020	FDA		929			2017	auc_percent_change	4.840000152587891
2561	CHEBI_7772	omeprazole	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		641		"11932962"	2017	auc_percent_change	529.2999877929688
2562	CHEBI_68478	everolimus	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		606		"15831774"	2017	auc_percent_change	1371.0999755859375
2563	CHEBI_68534	enzalutamide	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		603		NDA 203415	2017	auc_percent_change	325.5
2566	CHEBI_127342	atomoxetine	PR_P10635	CYP2D6	is_substrate_of	DIDEO_00000041	FDA		569		"12412820"	2017	auc_percent_change	605.7000122070312
2576	CHEBI_10023	voriconazole (po)	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		710		"16890574�"	2017	auc_percent_change	806.7999877929688
2578	CHEBI_66910	axitinib	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		573		"20740300"	2017	auc_percent_change	105.80000305175781
2581	CHEBI_68579	rivaroxaban	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		822		"23305158"	2017	auc_percent_change	157.60000610351562
2585	CHEBI_63660	pravastatin	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		923			2017	auc_percent_change	22.84000015258789
2586	CHEBI_70735	lurasidone	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		628		NDA 200603	2017	auc_percent_change	830.0
2588	CHEBI_8707	quetiapine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		811		"16390352"	2017	auc_percent_change	520.4000244140625
2589	CHEBI_8768	rabeprazole	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		662		"16487224�"	2017	auc_percent_change	181.89999389648438
2592	CHEBI_68478	everolimus	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		802		"15831774"	2017	auc_percent_change	1371.0999755859375
2594	CHEBI_71200	tofacitinib	PR_P08183	P-gp	transports	RO_0002020	FDA		855		NDA 203214	2017	auc_percent_change	103.19999694824219
2600	CHEBI_367163	darunavir	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		728		"19131522"	2017	auc_percent_change	969.5
2601	CHEBI_72297	lomitapide	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		622		NDA 203858	2017	auc_percent_change	2626.199951171875
2609	CHEBI_135949	ambrisentan	PR_P08183	P-gp	transports	RO_0002020	FDA		713		"20811346"	2017	auc_percent_change	121.30000305175781
2610	CHEBI_45409	ritonavir	PR_P08183	P-gp	transports	RO_0002020	FDA		770		"22403324"	2017	auc_percent_change	382.6000061035156
2612	CHEBI_5050	fexofenadine	PR_Q96FL8	MATE1	transports	RO_0002020	FDA		930			2017	auc_percent_change	4.840000152587891
2572	CHEBI_47519	ketoconazole		CYP2C	inhibits	RO_0002449	FDA		26		PL	2017		
2616	CHEBI_63608	maraviroc	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		936			2017	auc_percent_change	9.979999542236328
2617	CHEBI_51141	alfuzosin	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		821		NDA 021287	2017	auc_percent_change	197.0
2618	CHEBI_31528	ebastine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		799		"15752381"	2017	auc_percent_change	4149.7998046875
2619	CHEBI_63608	maraviroc	PR_P08183	P-gp	transports	RO_0002020	FDA		935			2017	auc_percent_change	9.979999542236328
2620	CHEBI_38561	fluvastatin	PR_Q9UNQ0	BCRP	is_substrate_of	DIDEO_00000041	FDA		739		"11907637"	2017	auc_percent_change	254.6999969482422
2621	CHEBI_5050	fexofenadine	PR_O15245	OCT1	transports	RO_0002020	FDA		736		"19225389"	2017	auc_percent_change	384.29998779296875
2624	CHEBI_681850	conivaptan	PR_P08183	P-gp	transports	RO_0002020	FDA		834		NDA 021697	2017	auc_percent_change	982.2000122070312
2630	CHEBI_8228	pioglitazone	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		654		"22625877"	2017	auc_percent_change	366.3999938964844
2637	CHEBI_68579	rivaroxaban	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		671		"23305158"	2017	auc_percent_change	157.60000610351562
2647	CHEBI_5050	fexofenadine	PR_Q86VL8	MATE2K	transports	RO_0002020	FDA		731		"19225389"	2017	auc_percent_change	384.29998779296875
2658	CHEBI_49575	diazepam	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		592		"9625273"	2017	auc_percent_change	224.10000610351562
2662	CHEBI_38545	rosuvastatin	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		776		"15289793"	2017	auc_percent_change	608.2000122070312
2664	CHEBI_66910	axitinib	PR_P05177	CYP1A2	is_substrate_of	DIDEO_00000041	FDA		575		"20740300"	2017	auc_percent_change	105.80000305175781
2666	CHEBI_66901	ivacaftor	PR_P08183	P-gp	transports	RO_0002020	FDA		836		NDA 203188	2017	auc_percent_change	745.0
2622	CHEBI_28901	busulfan	PR_P33260	CYP2C18	inhibits	RO_0002449	FDA		939		PL	2017		
2668	CHEBI_68579	rivaroxaban	PR_P08183	P-gp	transports	RO_0002020	FDA		851		"23305158"	2017	auc_percent_change	157.60000610351562
2679	CHEBI_7772	omeprazole	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		640		"11932962"	2017	auc_percent_change	529.2999877929688
2680	CHEBI_32020	pitavastatin	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		658		"23831870"	2017	auc_percent_change	428.3999938964844
2682	CHEBI_135929	silodosin	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		685		NDA 22206	2017	auc_percent_change	208.60000610351562
2684	CHEBI_8707	quetiapine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		660		"16390352"	2017	auc_percent_change	520.4000244140625
2690	CHEBI_2569	alfentanil	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		560		"19225389"	2017	auc_percent_change	3550.0
2692	CHEBI_66910	axitinib	PR_P08183	P-gp	transports	RO_0002020	FDA		854		"20740300"	2017	auc_percent_change	105.80000305175781
2693	CHEBI_36796	duloxetine	PR_P05177	CYP1A2	is_substrate_of	DIDEO_00000041	FDA		597		"18307373"	2017	auc_percent_change	460.0
2694	CHEBI_9168	sirolimus	PR_P20815	CYP3A5	is_substrate_of	DIDEO_00000041	FDA		686		"23408534"	2017	auc_percent_change	2512.300048828125
2697	CHEBI_87681	ranolazine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		665		"15778423"	2017	auc_percent_change	264.29998779296875
2701	CHEBI_6931	midazolam (iv)	PR_P08183	P-gp	transports	RO_0002020	FDA		838		"19302901"	2017	auc_percent_change	686.7999877929688
2703	CHEBI_135949	ambrisentan	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		564		"20811346"	2017	auc_percent_change	121.30000305175781
2704	CHEBI_66910	axitinib	PR_P22309	UGT1A1	is_substrate_of	DIDEO_00000041	FDA		572		"20740300"	2017	auc_percent_change	105.80000305175781
2707	CHEBI_72289	elvitegravir (GS-9137)	PR_P08183	P-gp	transports	RO_0002020	FDA		729		NDA 203100	2017	auc_percent_change	1888.300048828125
2708	CHEBI_8805	repaglinide	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		667		"12687332"	2017	auc_percent_change	1830.4000244140625
2711	CHEBI_7496	nelfinavir	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		637		"12949316"	2017	auc_percent_change	146.1999969482422
2714	CHEBI_681850	conivaptan	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		805		NDA 021697	2017	auc_percent_change	982.2000122070312
2669	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		63		PL	2017		
2721	CHEBI_135929	silodosin	PR_P08183	P-gp	transports	RO_0002020	FDA		849		NDA 22206	2017	auc_percent_change	208.60000610351562
2730	CHEBI_49603	lapatinib	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		619		"19371315"	2017	auc_percent_change	266.79998779296875
2731	CHEBI_49575	diazepam	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		593		"9625273"	2017	auc_percent_change	224.10000610351562
2735	CHEBI_135920	fesoterodine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		608		"19347334"	2017	auc_percent_change	131.1999969482422
2736	CHEBI_31528	ebastine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		599		"15752381"	2017	auc_percent_change	4149.7998046875
2756	CHEBI_8107	phenytoin	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		649		"11808866"	2017	auc_percent_change	133.10000610351562
2758	CHEBI_367163	darunavir	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		591		"19131522"	2017	auc_percent_change	969.5
2760	CHEBI_9139	sildenafil	PR_P11712	CYP2C9	is_substrate_of	DIDEO_00000041	FDA		681		"10930961"	2017	auc_percent_change	889.4000244140625
2761	CHEBI_6375	lansoprazole	PR_P08183	P-gp	transports	RO_0002020	FDA		742		"15496639"	2017	auc_percent_change	282.70001220703125
2762	CHEBI_68579	rivaroxaban	PR_P08183	P-gp	transports	RO_0002020	FDA		927			2017	auc_percent_change	2.5799999237060547
2765	CHEBI_52172	nilotinib	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		753		"20702754"	2017	auc_percent_change	210.60000610351562
2767	CHEBI_73275	ospemifene	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		645		"23852652"	2017	auc_percent_change	178.1999969482422
2768	CHEBI_31547	eplerenone	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		605		"15204695"	2017	auc_percent_change	438.70001220703125
2771	CHEBI_32020	pitavastatin	PR_P16662	UGT2B7	is_substrate_of	DIDEO_00000041	FDA		659		"23831870"	2017	auc_percent_change	428.3999938964844
2772	CHEBI_68579	rivaroxaban	PR_Q9UNQ0	BCRP	is_substrate_of	DIDEO_00000041	FDA		772		"23305158"	2017	auc_percent_change	157.60000610351562
2773	CHEBI_68478	everolimus	PR_P08183	P-gp	transports	RO_0002020	FDA		831		"15831774"	2017	auc_percent_change	1371.0999755859375
2774	CHEBI_65173	iloperidone	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		613		NDA 022192	2017	auc_percent_change	131.39999389648438
2776	CHEBI_71272	saxagliptin	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		680		NDA 022350	2017	auc_percent_change	266.6000061035156
2777	CHEBI_7772	(S)-omeprazole 	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		559		"16550734"	2017	auc_percent_change	127.19999694824219
2783	CHEBI_52172	nilotinib	PR_P08183	P-gp	transports	RO_0002020	FDA		848		"20702754"	2017	auc_percent_change	210.60000610351562
2785	CHEBI_8871	risperidone	PR_P08183	P-gp	transports	RO_0002020	FDA		769		"11985287"	2017	auc_percent_change	315.29998779296875
2786	CHEBI_45409	ritonavir	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		670		"22403324"	2017	auc_percent_change	382.6000061035156
2787	CHEBI_66910	axitinib	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		716		"20740300"	2017	auc_percent_change	105.80000305175781
2791	CHEBI_9139	sildenafil	PR_Q9UNQ0	BCRP	is_substrate_of	DIDEO_00000041	FDA		781		"10930961"	2017	auc_percent_change	889.4000244140625
2792	CHEBI_8890	ropivacaine	PR_P05177	CYP1A2	is_substrate_of	DIDEO_00000041	FDA		675		"10049910"	2017	auc_percent_change	452.5
2796	CHEBI_68621	boceprevir	PR_P08183	P-gp	transports	RO_0002020	FDA		853		NDA 202258	2017	auc_percent_change	119.9000015258789
2798	CHEBI_68621	boceprevir	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		577		NDA 202258	2017	auc_percent_change	119.9000015258789
2800	CHEBI_68558	ticagrelor	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		810		"022433�"	2017	auc_percent_change	632.0
2802	CHEBI_87681	ranolazine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		818		"15778423"	2017	auc_percent_change	264.29998779296875
2811	CHEBI_135929	silodosin	PR_P16662	UGT2B7	is_substrate_of	DIDEO_00000041	FDA		683		NDA 22206	2017	auc_percent_change	208.60000610351562
2812	CHEBI_38561	fluvastatin	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		740		"11907637"	2017	auc_percent_change	254.6999969482422
2813	CHEBI_7772	omeprazole	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		642		"11932962"	2017	auc_percent_change	529.2999877929688
2817	CHEBI_68558	ticagrelor	PR_P08183	P-gp	transports	RO_0002020	FDA		839		"022433�"	2017	auc_percent_change	632.0
2819	CHEBI_10023	voriconazole (po)	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		709		"16890574�"	2017	auc_percent_change	806.7999877929688
2820	CHEBI_68579	rivaroxaban	PR_P51589	CYP2J2	is_substrate_of	DIDEO_00000041	FDA		672		"23305158"	2017	auc_percent_change	157.60000610351562
2821	CHEBI_8805	repaglinide	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		666		"12687332"	2017	auc_percent_change	1830.4000244140625
2825	CHEBI_39112	bosutinib	PR_P08183	P-gp	transports	RO_0002020	FDA		721		"21148045"	2017	auc_percent_change	714.5999755859375
2830	CHEBI_32020	pitavastatin	PR_Q9UNQ0	BCRP	is_substrate_of	DIDEO_00000041	FDA		758		"23831870"	2017	auc_percent_change	428.3999938964844
2833	CHEBI_71940	tadalafil	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		689		NDA 021368	2017	auc_percent_change	311.5
2835	CHEBI_87681	ranolazine	PR_P08183	P-gp	transports	RO_0002020	FDA		767		"15778423"	2017	auc_percent_change	264.29998779296875
2837	CHEBI_601027	aliskiren	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		562		"20400651"	2017	auc_percent_change	533.0999755859375
2840	CHEBI_8228	pioglitazone	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		655		"22625877"	2017	auc_percent_change	366.3999938964844
2842	CHEBI_52172	nilotinib	PR_P08183	P-gp	transports	RO_0002020	FDA		752		"20702754"	2017	auc_percent_change	210.60000610351562
2843	CHEBI_72289	elvitegravir (GS-9137)	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		601		NDA 203100	2017	auc_percent_change	1888.300048828125
2844	CHEBI_7496	nelfinavir	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		638		"12949316"	2017	auc_percent_change	146.1999969482422
2845	CHEBI_3558	cerivastatin	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		723		"10096257"	2017	auc_percent_change	375.29998779296875
2846	CHEBI_3558	cerivastatin	PR_P08183	P-gp	transports	RO_0002020	FDA		722		"10096257"	2017	auc_percent_change	375.29998779296875
2850	CHEBI_135853	tirilazad	PR_P08183	P-gp	transports	RO_0002020	FDA		844		"8627582"	2017	auc_percent_change	308.6000061035156
2852	CHEBI_61049	tacrolimus	PR_P08183	P-gp	transports	RO_0002020	FDA		786		"21618566"	2017	auc_percent_change	7697.60009765625
2853	CHEBI_8107	phenytoin	PR_P10635	CYP2D6	is_substrate_of	DIDEO_00000041	FDA		646		"11808866"	2017	auc_percent_change	133.10000610351562
2855	CHEBI_63660	pravastatin	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		763		"8356729"	2017	auc_percent_change	2183.5
2861	CHEBI_72296	apixaban	PR_Q9UNQ0	BCRP	transports	RO_0002020	FDA		938			2017	auc_percent_change	1.9900000095367432
2864	CHEBI_7772	(S)-omeprazole 	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		558		"16550734"	2017	auc_percent_change	127.19999694824219
2867	CHEBI_5050	fexofenadine	PR_P08183	P-gp	transports	RO_0002020	FDA		732		"19225389"	2017	auc_percent_change	384.29998779296875
2870	CHEBI_39112	bosutinib	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		578		"21148045"	2017	auc_percent_change	714.5999755859375
2873	CHEBI_32020	pitavastatin	PR_P08183	P-gp	transports	RO_0002020	FDA		756		"23831870"	2017	auc_percent_change	428.3999938964844
2875	CHEBI_71200	tofacitinib	PR_P08183	P-gp	transports	RO_0002020	FDA		926			2017	auc_percent_change	2.0299999713897705
2877	CHEBI_63660	pravastatin	PR_Q9UNQ0	BCRP	transports	RO_0002020	FDA		925			2017	auc_percent_change	22.84000015258789
2882	CHEBI_47657	roflumilast	PR_P08684	CYP3A4.	is_substrate_of	DIDEO_00000041	FDA		673		"17596106"	2017	auc_percent_change	155.39999389648438
2883	CHEBI_51141	alfuzosin	PR_P08183	P-gp	transports	RO_0002020	FDA		712		NDA 021287	2017	auc_percent_change	197.0
2884	CHEBI_135920	fesoterodine	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		823		"19347334"	2017	auc_percent_change	131.1999969482422
2886	CHEBI_63632	topotecan	PR_Q96FL8	MATE1	transports	RO_0002020	FDA		793		"12089223"	2017	auc_percent_change	142.89999389648438
2892	CHEBI_8768	rabeprazole	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		661		"16487224�"	2017	auc_percent_change	181.89999389648438
2893	CHEBI_9467	tetrabenazine	PR_P10635	CYP2D6	is_substrate_of	DIDEO_00000041	FDA		694		NDA 021894	2017	auc_percent_change	300.0
2894	CHEBI_8228	pioglitazone	PR_P04798	CYP1A1	is_substrate_of	DIDEO_00000041	FDA		653		"22625877"	2017	auc_percent_change	366.3999938964844
2895	CHEBI_48390	cinacalcet	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		827		"17518508"	2017	auc_percent_change	102.9000015258789
2897	CHEBI_71272	saxagliptin	PR_P08183	P-gp	transports	RO_0002020	FDA		846		NDA 022350	2017	auc_percent_change	266.6000061035156
2902	CHEBI_49603	lapatinib	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		617		"19371315"	2017	auc_percent_change	266.79998779296875
2903	CHEBI_31236	aripiprazole	PR_P10635	CYP2D6	is_substrate_of	DIDEO_00000041	FDA		567		"21739267"	2017	auc_percent_change	136.10000610351562
2904	CHEBI_32020	pitavastatin	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		757		"23831870"	2017	auc_percent_change	428.3999938964844
2907	CHEBI_68621	boceprevir	PR_P08183	P-gp	transports	RO_0002020	FDA		719		NDA 202258	2017	auc_percent_change	119.9000015258789
2910	CHEBI_31528	ebastine	PR_P08183	P-gp	transports	RO_0002020	FDA		828		"15752381"	2017	auc_percent_change	4149.7998046875
2913	CHEBI_681850	conivaptan	PR_P08183	P-gp	transports	RO_0002020	FDA		726		NDA 021697	2017	auc_percent_change	982.2000122070312
2914	CHEBI_135853	tirilazad	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		697		"8627582"	2017	auc_percent_change	308.6000061035156
2915	CHEBI_3655	chlorzoxazone	PR_P05181	CYP2E1	is_substrate_of	DIDEO_00000041	FDA		583		"10579149"	2017	auc_percent_change	691.7999877929688
2917	CHEBI_63608	maraviroc	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		629		"18333864"	2017	auc_percent_change	897.9000244140625
2921	CHEBI_82960	raltegravir	PR_P22309	UGT1A1	is_substrate_of	DIDEO_00000041	FDA		663		"19143531"	2017	auc_percent_change	210.89999389648438
2922	CHEBI_68610	linagliptin	PR_O15244	OCT2	transports	RO_0002020	FDA		746		TRADJENTA PL	2017	auc_percent_change	101.4000015258789
2935	CHEBI_6375	lansoprazole	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		615		"15496639"	2017	auc_percent_change	282.70001220703125
2942	CHEBI_66910	axitinib	PR_Q9Y6L6	OATP1B1	transports	RO_0002020	FDA		718		"20740300"	2017	auc_percent_change	105.80000305175781
2943	CHEBI_27732	caffeine	PR_P05177	CYP1A2	is_substrate_of	DIDEO_00000041	FDA		579		"16236038"	2017	auc_percent_change	1271.5
2944	CHEBI_68595	telaprevir	PR_P08183	P-gp	transports	RO_0002020	FDA		787		NDA 201917	2017	auc_percent_change	219.8000030517578
2953	CHEBI_9434	telmisartan	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		788		�17322141, MICARDIS PL	2017	auc_percent_change	132.3000030517578
2957	CHEBI_38561	fluvastatin	PR_P10632	CYP2C8	is_substrate_of	DIDEO_00000041	FDA		610		"11907637"	2017	auc_percent_change	254.6999969482422
2959	CHEBI_66901	ivacaftor	PR_P08183	P-gp	transports	RO_0002020	FDA		741		NDA 203188	2017	auc_percent_change	745.0
2961	CHEBI_66901	ivacaftor	PR_P08684	CYP3A	is_substrate_of	DIDEO_00000041	FDA		614		NDA 203188	2017	auc_percent_change	745.0
2972	CHEBI_5050	fexofenadine	PR_Q8TCC7	OAT3	is_substrate_of	DIDEO_00000041	FDA		734		"19225389"	2017	auc_percent_change	384.29998779296875
2973	CHEBI_63660	pravastatin	PR_Q9NPD5	OATP1B3	transports	RO_0002020	FDA		922			2017	auc_percent_change	22.84000015258789
2974	CHEBI_135929	silodosin	PR_P00352	ADH/ALDH	is_substrate_of	DIDEO_00000041	FDA		684		NDA 22206	2017	auc_percent_change	208.60000610351562
2975	CHEBI_66876	avanafil	PR_P08684	CYP3A4	is_substrate_of	DIDEO_00000041	FDA		803		NDA 202276	2017	auc_percent_change	1183.199951171875
2978	CHEBI_49603	lapatinib	PR_P33261	CYP2C19	is_substrate_of	DIDEO_00000041	FDA		620		"19371315"	2017	auc_percent_change	266.79998779296875
2979	CHEBI_31547	eplerenone	PR_P08183	P-gp	transports	RO_0002020	FDA		842		"15204695"	2017	auc_percent_change	438.70001220703125
2981	CHEBI_73275	ospemifene	PR_P11712	CYP2C9	is_substrate_of	DIDEO_00000041	FDA		643		"23852652"	2017	auc_percent_change	178.1999969482422
2688	CHEBI_6923	miconazole	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		116		"12527704"	2017		
